,MeasureReport ID,Measure,Updated,Subject,Reporter,Period Start,Period End,positiveIncreasePercent,positiveIncreasePercentUnit,totalOrdersIncrease,totalTestResultsIncrease,positiveIncrease,positivePercent,positivePercentUnit,totalOrders,rejected,totalTestResults,positive,allReports,latestReports
106,440,http://hl7.org/fhir/uv/saner/Measure/FEMADailyHospitalCOVID19Reporting,2023-01-05T20:26:07.403+00:00,State of New Jersey,New Jersey Department of Public Health,2020-04-17,2020-04-17,56.06,%,,5619,3150,49.84,%,,,157449,78467,,
107,1058,http://hl7.org/fhir/uv/saner/Measure/FEMADailyHospitalCOVID19Reporting,2023-01-05T20:26:07.403+00:00,State of New Jersey,New Jersey Department of Public Health,2020-04-17,2020-04-17,56.06,%,,5619,3150,49.84,%,,,157449,78467,,
108,1264,http://hl7.org/fhir/uv/saner/Measure/FEMADailyHospitalCOVID19Reporting,2023-01-05T20:26:07.403+00:00,State of New Jersey,New Jersey Department of Public Health,2020-04-17,2020-04-17,56.06,%,,5619,3150,49.84,%,,,157449,78467,,
109,646,http://hl7.org/fhir/uv/saner/Measure/FEMADailyHospitalCOVID19Reporting,2023-01-05T20:26:07.403+00:00,State of New Jersey,New Jersey Department of Public Health,2020-04-17,2020-04-17,56.06,%,,5619,3150,49.84,%,,,157449,78467,,
110,852,http://hl7.org/fhir/uv/saner/Measure/FEMADailyHospitalCOVID19Reporting,2023-01-05T20:26:07.403+00:00,State of New Jersey,New Jersey Department of Public Health,2020-04-17,2020-04-17,56.06,%,,5619,3150,49.84,%,,,157449,78467,,
111,28,http://hl7.org/fhir/uv/saner/Measure/FEMADailyHospitalCOVID19Reporting,2023-01-05T20:26:07.403+00:00,State of New Jersey,New Jersey Department of Public Health,2020-04-17,2020-04-17,56.06,%,,5619,3150,49.84,%,,,157449,78467,,
112,30,http://hl7.org/fhir/uv/saner/Measure/FEMADailyHospitalCOVID19Reporting,2023-01-05T20:26:07.403+00:00,State of New Jersey,New Jersey Department of Public Health,2020-04-18,2020-04-18,58.05,%,,5087,2953,50.09,%,,,162536,81420,,
113,1060,http://hl7.org/fhir/uv/saner/Measure/FEMADailyHospitalCOVID19Reporting,2023-01-05T20:26:07.403+00:00,State of New Jersey,New Jersey Department of Public Health,2020-04-18,2020-04-18,58.05,%,,5087,2953,50.09,%,,,162536,81420,,
114,236,http://hl7.org/fhir/uv/saner/Measure/FEMADailyHospitalCOVID19Reporting,2023-01-05T20:26:07.403+00:00,State of New Jersey,New Jersey Department of Public Health,2020-04-18,2020-04-18,58.05,%,,5087,2953,50.09,%,,,162536,81420,,
115,1266,http://hl7.org/fhir/uv/saner/Measure/FEMADailyHospitalCOVID19Reporting,2023-01-05T20:26:07.403+00:00,State of New Jersey,New Jersey Department of Public Health,2020-04-18,2020-04-18,58.05,%,,5087,2953,50.09,%,,,162536,81420,,
116,854,http://hl7.org/fhir/uv/saner/Measure/FEMADailyHospitalCOVID19Reporting,2023-01-05T20:26:07.403+00:00,State of New Jersey,New Jersey Department of Public Health,2020-04-18,2020-04-18,58.05,%,,5087,2953,50.09,%,,,162536,81420,,
117,648,http://hl7.org/fhir/uv/saner/Measure/FEMADailyHospitalCOVID19Reporting,2023-01-05T20:26:07.403+00:00,State of New Jersey,New Jersey Department of Public Health,2020-04-18,2020-04-18,58.05,%,,5087,2953,50.09,%,,,162536,81420,,
118,1472,http://hl7.org/fhir/uv/saner/Measure/FEMADailyHospitalCOVID19Reporting,2023-01-05T20:26:07.403+00:00,State of New Jersey,New Jersey Department of Public Health,2020-04-18,2020-04-18,58.05,%,,5087,2953,50.09,%,,,162536,81420,,
119,442,http://hl7.org/fhir/uv/saner/Measure/FEMADailyHospitalCOVID19Reporting,2023-01-05T20:26:07.403+00:00,State of New Jersey,New Jersey Department of Public Health,2020-04-18,2020-04-18,58.05,%,,5087,2953,50.09,%,,,162536,81420,,
120,238,http://hl7.org/fhir/uv/saner/Measure/FEMADailyHospitalCOVID19Reporting,2023-01-05T20:26:07.403+00:00,State of New Jersey,New Jersey Department of Public Health,2020-04-19,2020-04-19,47.61,%,,8152,3881,49.97,%,,,170688,85301,,
121,444,http://hl7.org/fhir/uv/saner/Measure/FEMADailyHospitalCOVID19Reporting,2023-01-05T20:26:07.403+00:00,State of New Jersey,New Jersey Department of Public Health,2020-04-19,2020-04-19,47.61,%,,8152,3881,49.97,%,,,170688,85301,,
122,650,http://hl7.org/fhir/uv/saner/Measure/FEMADailyHospitalCOVID19Reporting,2023-01-05T20:26:07.403+00:00,State of New Jersey,New Jersey Department of Public Health,2020-04-19,2020-04-19,47.61,%,,8152,3881,49.97,%,,,170688,85301,,
123,1062,http://hl7.org/fhir/uv/saner/Measure/FEMADailyHospitalCOVID19Reporting,2023-01-05T20:26:07.403+00:00,State of New Jersey,New Jersey Department of Public Health,2020-04-19,2020-04-19,47.61,%,,8152,3881,49.97,%,,,170688,85301,,
124,856,http://hl7.org/fhir/uv/saner/Measure/FEMADailyHospitalCOVID19Reporting,2023-01-05T20:26:07.403+00:00,State of New Jersey,New Jersey Department of Public Health,2020-04-19,2020-04-19,47.61,%,,8152,3881,49.97,%,,,170688,85301,,
125,1474,http://hl7.org/fhir/uv/saner/Measure/FEMADailyHospitalCOVID19Reporting,2023-01-05T20:26:07.403+00:00,State of New Jersey,New Jersey Department of Public Health,2020-04-19,2020-04-19,47.61,%,,8152,3881,49.97,%,,,170688,85301,,
126,32,http://hl7.org/fhir/uv/saner/Measure/FEMADailyHospitalCOVID19Reporting,2023-01-05T20:26:07.403+00:00,State of New Jersey,New Jersey Department of Public Health,2020-04-19,2020-04-19,47.61,%,,8152,3881,49.97,%,,,170688,85301,,
127,1268,http://hl7.org/fhir/uv/saner/Measure/FEMADailyHospitalCOVID19Reporting,2023-01-05T20:26:07.403+00:00,State of New Jersey,New Jersey Department of Public Health,2020-04-19,2020-04-19,47.61,%,,8152,3881,49.97,%,,,170688,85301,,
128,652,http://hl7.org/fhir/uv/saner/Measure/FEMADailyHospitalCOVID19Reporting,2023-01-05T20:26:07.403+00:00,State of New Jersey,New Jersey Department of Public Health,2020-04-20,2020-04-20,47.56,%,,7369,3505,49.88,%,,,178057,88806,,
129,446,http://hl7.org/fhir/uv/saner/Measure/FEMADailyHospitalCOVID19Reporting,2023-01-05T20:26:07.403+00:00,State of New Jersey,New Jersey Department of Public Health,2020-04-20,2020-04-20,47.56,%,,7369,3505,49.88,%,,,178057,88806,,
130,1270,http://hl7.org/fhir/uv/saner/Measure/FEMADailyHospitalCOVID19Reporting,2023-01-05T20:26:07.403+00:00,State of New Jersey,New Jersey Department of Public Health,2020-04-20,2020-04-20,47.56,%,,7369,3505,49.88,%,,,178057,88806,,
131,1064,http://hl7.org/fhir/uv/saner/Measure/FEMADailyHospitalCOVID19Reporting,2023-01-05T20:26:07.403+00:00,State of New Jersey,New Jersey Department of Public Health,2020-04-20,2020-04-20,47.56,%,,7369,3505,49.88,%,,,178057,88806,,
132,1476,http://hl7.org/fhir/uv/saner/Measure/FEMADailyHospitalCOVID19Reporting,2023-01-05T20:26:07.403+00:00,State of New Jersey,New Jersey Department of Public Health,2020-04-20,2020-04-20,47.56,%,,7369,3505,49.88,%,,,178057,88806,,
133,34,http://hl7.org/fhir/uv/saner/Measure/FEMADailyHospitalCOVID19Reporting,2023-01-05T20:26:07.403+00:00,State of New Jersey,New Jersey Department of Public Health,2020-04-20,2020-04-20,47.56,%,,7369,3505,49.88,%,,,178057,88806,,
134,858,http://hl7.org/fhir/uv/saner/Measure/FEMADailyHospitalCOVID19Reporting,2023-01-05T20:26:07.403+00:00,State of New Jersey,New Jersey Department of Public Health,2020-04-20,2020-04-20,47.56,%,,7369,3505,49.88,%,,,178057,88806,,
135,240,http://hl7.org/fhir/uv/saner/Measure/FEMADailyHospitalCOVID19Reporting,2023-01-05T20:26:07.403+00:00,State of New Jersey,New Jersey Department of Public Health,2020-04-20,2020-04-20,47.56,%,,7369,3505,49.88,%,,,178057,88806,,
136,36,http://hl7.org/fhir/uv/saner/Measure/FEMADailyHospitalCOVID19Reporting,2023-01-05T20:26:07.403+00:00,State of New Jersey,New Jersey Department of Public Health,2020-04-21,2020-04-21,52.9,%,,6769,3581,49.99,%,,,184826,92387,,
137,242,http://hl7.org/fhir/uv/saner/Measure/FEMADailyHospitalCOVID19Reporting,2023-01-05T20:26:07.403+00:00,State of New Jersey,New Jersey Department of Public Health,2020-04-21,2020-04-21,52.9,%,,6769,3581,49.99,%,,,184826,92387,,
138,1272,http://hl7.org/fhir/uv/saner/Measure/FEMADailyHospitalCOVID19Reporting,2023-01-05T20:26:07.403+00:00,State of New Jersey,New Jersey Department of Public Health,2020-04-21,2020-04-21,52.9,%,,6769,3581,49.99,%,,,184826,92387,,
139,654,http://hl7.org/fhir/uv/saner/Measure/FEMADailyHospitalCOVID19Reporting,2023-01-05T20:26:07.403+00:00,State of New Jersey,New Jersey Department of Public Health,2020-04-21,2020-04-21,52.9,%,,6769,3581,49.99,%,,,184826,92387,,
140,448,http://hl7.org/fhir/uv/saner/Measure/FEMADailyHospitalCOVID19Reporting,2023-01-05T20:26:07.403+00:00,State of New Jersey,New Jersey Department of Public Health,2020-04-21,2020-04-21,52.9,%,,6769,3581,49.99,%,,,184826,92387,,
141,860,http://hl7.org/fhir/uv/saner/Measure/FEMADailyHospitalCOVID19Reporting,2023-01-05T20:26:07.403+00:00,State of New Jersey,New Jersey Department of Public Health,2020-04-21,2020-04-21,52.9,%,,6769,3581,49.99,%,,,184826,92387,,
142,1478,http://hl7.org/fhir/uv/saner/Measure/FEMADailyHospitalCOVID19Reporting,2023-01-05T20:26:07.403+00:00,State of New Jersey,New Jersey Department of Public Health,2020-04-21,2020-04-21,52.9,%,,6769,3581,49.99,%,,,184826,92387,,
143,1066,http://hl7.org/fhir/uv/saner/Measure/FEMADailyHospitalCOVID19Reporting,2023-01-05T20:26:07.403+00:00,State of New Jersey,New Jersey Department of Public Health,2020-04-21,2020-04-21,52.9,%,,6769,3581,49.99,%,,,184826,92387,,
144,1480,http://hl7.org/fhir/uv/saner/Measure/FEMADailyHospitalCOVID19Reporting,2023-01-05T20:26:07.403+00:00,State of New Jersey,New Jersey Department of Public Health,2020-04-22,2020-04-22,50.9,%,,6833,3478,50.02,%,,,191659,95865,,
145,1274,http://hl7.org/fhir/uv/saner/Measure/FEMADailyHospitalCOVID19Reporting,2023-01-05T20:26:07.403+00:00,State of New Jersey,New Jersey Department of Public Health,2020-04-22,2020-04-22,50.9,%,,6833,3478,50.02,%,,,191659,95865,,
146,1068,http://hl7.org/fhir/uv/saner/Measure/FEMADailyHospitalCOVID19Reporting,2023-01-05T20:26:07.403+00:00,State of New Jersey,New Jersey Department of Public Health,2020-04-22,2020-04-22,50.9,%,,6833,3478,50.02,%,,,191659,95865,,
147,450,http://hl7.org/fhir/uv/saner/Measure/FEMADailyHospitalCOVID19Reporting,2023-01-05T20:26:07.403+00:00,State of New Jersey,New Jersey Department of Public Health,2020-04-22,2020-04-22,50.9,%,,6833,3478,50.02,%,,,191659,95865,,
148,244,http://hl7.org/fhir/uv/saner/Measure/FEMADailyHospitalCOVID19Reporting,2023-01-05T20:26:07.403+00:00,State of New Jersey,New Jersey Department of Public Health,2020-04-22,2020-04-22,50.9,%,,6833,3478,50.02,%,,,191659,95865,,
149,862,http://hl7.org/fhir/uv/saner/Measure/FEMADailyHospitalCOVID19Reporting,2023-01-05T20:26:07.403+00:00,State of New Jersey,New Jersey Department of Public Health,2020-04-22,2020-04-22,50.9,%,,6833,3478,50.02,%,,,191659,95865,,
150,38,http://hl7.org/fhir/uv/saner/Measure/FEMADailyHospitalCOVID19Reporting,2023-01-05T20:26:07.403+00:00,State of New Jersey,New Jersey Department of Public Health,2020-04-22,2020-04-22,50.9,%,,6833,3478,50.02,%,,,191659,95865,,
151,656,http://hl7.org/fhir/uv/saner/Measure/FEMADailyHospitalCOVID19Reporting,2023-01-05T20:26:07.403+00:00,State of New Jersey,New Jersey Department of Public Health,2020-04-22,2020-04-22,50.9,%,,6833,3478,50.02,%,,,191659,95865,,
152,658,http://hl7.org/fhir/uv/saner/Measure/FEMADailyHospitalCOVID19Reporting,2023-01-05T20:26:07.403+00:00,State of New Jersey,New Jersey Department of Public Health,2020-04-23,2020-04-23,48.58,%,,8489,4124,49.96,%,,,200148,99989,,
153,864,http://hl7.org/fhir/uv/saner/Measure/FEMADailyHospitalCOVID19Reporting,2023-01-05T20:26:07.403+00:00,State of New Jersey,New Jersey Department of Public Health,2020-04-23,2020-04-23,48.58,%,,8489,4124,49.96,%,,,200148,99989,,
154,452,http://hl7.org/fhir/uv/saner/Measure/FEMADailyHospitalCOVID19Reporting,2023-01-05T20:26:07.403+00:00,State of New Jersey,New Jersey Department of Public Health,2020-04-23,2020-04-23,48.58,%,,8489,4124,49.96,%,,,200148,99989,,
155,1070,http://hl7.org/fhir/uv/saner/Measure/FEMADailyHospitalCOVID19Reporting,2023-01-05T20:26:07.403+00:00,State of New Jersey,New Jersey Department of Public Health,2020-04-23,2020-04-23,48.58,%,,8489,4124,49.96,%,,,200148,99989,,
156,40,http://hl7.org/fhir/uv/saner/Measure/FEMADailyHospitalCOVID19Reporting,2023-01-05T20:26:07.403+00:00,State of New Jersey,New Jersey Department of Public Health,2020-04-23,2020-04-23,48.58,%,,8489,4124,49.96,%,,,200148,99989,,
157,1482,http://hl7.org/fhir/uv/saner/Measure/FEMADailyHospitalCOVID19Reporting,2023-01-05T20:26:07.403+00:00,State of New Jersey,New Jersey Department of Public Health,2020-04-23,2020-04-23,48.58,%,,8489,4124,49.96,%,,,200148,99989,,
158,1276,http://hl7.org/fhir/uv/saner/Measure/FEMADailyHospitalCOVID19Reporting,2023-01-05T20:26:07.403+00:00,State of New Jersey,New Jersey Department of Public Health,2020-04-23,2020-04-23,48.58,%,,8489,4124,49.96,%,,,200148,99989,,
159,246,http://hl7.org/fhir/uv/saner/Measure/FEMADailyHospitalCOVID19Reporting,2023-01-05T20:26:07.403+00:00,State of New Jersey,New Jersey Department of Public Health,2020-04-23,2020-04-23,48.58,%,,8489,4124,49.96,%,,,200148,99989,,
160,42,http://hl7.org/fhir/uv/saner/Measure/FEMADailyHospitalCOVID19Reporting,2023-01-05T20:26:07.403+00:00,State of New Jersey,New Jersey Department of Public Health,2020-04-24,2020-04-24,37.96,%,,5814,2207,49.62,%,,,205962,102196,,
161,1278,http://hl7.org/fhir/uv/saner/Measure/FEMADailyHospitalCOVID19Reporting,2023-01-05T20:26:07.403+00:00,State of New Jersey,New Jersey Department of Public Health,2020-04-24,2020-04-24,37.96,%,,5814,2207,49.62,%,,,205962,102196,,
162,660,http://hl7.org/fhir/uv/saner/Measure/FEMADailyHospitalCOVID19Reporting,2023-01-05T20:26:07.403+00:00,State of New Jersey,New Jersey Department of Public Health,2020-04-24,2020-04-24,37.96,%,,5814,2207,49.62,%,,,205962,102196,,
163,248,http://hl7.org/fhir/uv/saner/Measure/FEMADailyHospitalCOVID19Reporting,2023-01-05T20:26:07.403+00:00,State of New Jersey,New Jersey Department of Public Health,2020-04-24,2020-04-24,37.96,%,,5814,2207,49.62,%,,,205962,102196,,
164,454,http://hl7.org/fhir/uv/saner/Measure/FEMADailyHospitalCOVID19Reporting,2023-01-05T20:26:07.403+00:00,State of New Jersey,New Jersey Department of Public Health,2020-04-24,2020-04-24,37.96,%,,5814,2207,49.62,%,,,205962,102196,,
165,1484,http://hl7.org/fhir/uv/saner/Measure/FEMADailyHospitalCOVID19Reporting,2023-01-05T20:26:07.403+00:00,State of New Jersey,New Jersey Department of Public Health,2020-04-24,2020-04-24,37.96,%,,5814,2207,49.62,%,,,205962,102196,,
166,866,http://hl7.org/fhir/uv/saner/Measure/FEMADailyHospitalCOVID19Reporting,2023-01-05T20:26:07.403+00:00,State of New Jersey,New Jersey Department of Public Health,2020-04-24,2020-04-24,37.96,%,,5814,2207,49.62,%,,,205962,102196,,
167,1072,http://hl7.org/fhir/uv/saner/Measure/FEMADailyHospitalCOVID19Reporting,2023-01-05T20:26:07.403+00:00,State of New Jersey,New Jersey Department of Public Health,2020-04-24,2020-04-24,37.96,%,,5814,2207,49.62,%,,,205962,102196,,
168,1280,http://hl7.org/fhir/uv/saner/Measure/FEMADailyHospitalCOVID19Reporting,2023-01-05T20:26:07.403+00:00,State of New Jersey,New Jersey Department of Public Health,2020-04-25,2020-04-25,43.07,%,,7724,3327,49.38,%,,,213686,105523,,
169,1074,http://hl7.org/fhir/uv/saner/Measure/FEMADailyHospitalCOVID19Reporting,2023-01-05T20:26:07.403+00:00,State of New Jersey,New Jersey Department of Public Health,2020-04-25,2020-04-25,43.07,%,,7724,3327,49.38,%,,,213686,105523,,
170,250,http://hl7.org/fhir/uv/saner/Measure/FEMADailyHospitalCOVID19Reporting,2023-01-05T20:26:07.403+00:00,State of New Jersey,New Jersey Department of Public Health,2020-04-25,2020-04-25,43.07,%,,7724,3327,49.38,%,,,213686,105523,,
171,456,http://hl7.org/fhir/uv/saner/Measure/FEMADailyHospitalCOVID19Reporting,2023-01-05T20:26:07.403+00:00,State of New Jersey,New Jersey Department of Public Health,2020-04-25,2020-04-25,43.07,%,,7724,3327,49.38,%,,,213686,105523,,
172,44,http://hl7.org/fhir/uv/saner/Measure/FEMADailyHospitalCOVID19Reporting,2023-01-05T20:26:07.403+00:00,State of New Jersey,New Jersey Department of Public Health,2020-04-25,2020-04-25,43.07,%,,7724,3327,49.38,%,,,213686,105523,,
173,868,http://hl7.org/fhir/uv/saner/Measure/FEMADailyHospitalCOVID19Reporting,2023-01-05T20:26:07.403+00:00,State of New Jersey,New Jersey Department of Public Health,2020-04-25,2020-04-25,43.07,%,,7724,3327,49.38,%,,,213686,105523,,
174,1486,http://hl7.org/fhir/uv/saner/Measure/FEMADailyHospitalCOVID19Reporting,2023-01-05T20:26:07.403+00:00,State of New Jersey,New Jersey Department of Public Health,2020-04-25,2020-04-25,43.07,%,,7724,3327,49.38,%,,,213686,105523,,
175,662,http://hl7.org/fhir/uv/saner/Measure/FEMADailyHospitalCOVID19Reporting,2023-01-05T20:26:07.403+00:00,State of New Jersey,New Jersey Department of Public Health,2020-04-25,2020-04-25,43.07,%,,7724,3327,49.38,%,,,213686,105523,,
